Datetime,Power_consumed,Power_consumed_normalized
2019-01-02,234.1,0.6289487585842579
2019-01-03,240.2,0.6805071315372424
2019-01-04,239.8,0.6771262546222929
2019-01-05,239.1,0.6712097200211304
2019-01-06,240.4,0.6821975699947176
2019-01-07,241.9,0.6948758584257795
2019-01-08,237.2,0.6551505546751191
2019-01-09,197.0,0.3153724247226626
2019-01-10,199.9,0.33988378235604877
2019-01-11,187.7,0.23676703645007913
2019-01-12,189.9,0.2553618594823033
2019-01-13,186.9,0.23000528262017972
2019-01-14,195.2,0.30015847860538836
2019-01-15,185.4,0.21732699418911783
2019-01-16,175.3,0.1319598520866352
2019-01-17,197.2,0.3170628631801373
2019-01-18,209.8,0.42356048600105667
2019-01-19,197.6,0.32044374009508725
2019-01-20,197.6,0.32044374009508725
2019-01-21,189.7,0.2536714210248283
2019-01-22,191.9,0.27226624405705246
2019-01-23,227.2,0.5706286318013736
2019-01-24,231.6,0.6078182778658214
2019-01-25,232.4,0.6145800316957213
2019-01-26,229.6,0.5909138932910725
2019-01-27,226.9,0.5680929741151612
2019-01-28,222.4,0.5300581088219758
2019-01-29,223.8,0.5418911780243003
2019-01-30,159.6875,0.0
2019-01-31,159.6875,0.0
2019-02-02,159.6875,0.0
2019-02-03,159.6875,0.0
2019-02-04,159.6875,0.0
2019-02-05,159.6875,0.0
2019-02-06,159.6875,0.0
2019-02-07,175.3,0.1319598520866352
2019-02-08,188.1,0.24014791336502905
2019-02-09,201.3,0.35171685155837307
2019-02-10,209.7,0.4227152667723191
2019-02-11,210.8,0.43201267828843126
2019-02-12,205.0,0.3829899630216589
2019-02-13,202.4,0.36101426307448503
2019-02-14,232.8,0.617960908610671
2019-02-15,236.7,0.6509244585314318
2019-02-16,237.0,0.6534601162176439
2019-02-17,235.2,0.6382461701003699
2019-02-18,236.6,0.6500792393026942
2019-02-19,234.3,0.6306391970417329
2019-02-20,232.0,0.6111991547807714
2019-02-21,248.1,0.7472794506075013
2019-02-22,257.9,0.8301109350237716
2019-02-23,256.2,0.815742208135235
2019-02-24,250.0,0.7633386159535132
2019-02-25,255.7,0.8115161119915477
2019-02-26,261.6,0.8613840464870579
2019-02-27,260.2,0.8495509772847334
2019-02-28,238.4,0.6652931854199684
2019-03-02,240.6,0.6838880084521923
2019-03-03,240.9,0.6864236661384049
2019-03-04,240.9,0.6864236661384049
2019-03-05,243.6,0.7092445853143161
2019-03-06,243.7,0.7100898045430535
2019-03-07,242.5,0.6999471737982041
2019-03-08,229.7,0.5917591125198098
2019-03-09,232.4,0.6145800316957213
2019-03-10,221.0,0.5182250396196515
2019-03-11,217.3,0.4869519281563657
2019-03-12,212.7,0.44807184363444263
2019-03-13,214.6,0.46413100898045445
2019-03-14,203.9,0.3736925515055469
2019-03-15,164.0,0.03645007923930277
2019-03-16,165.4,0.048283148441627066
2019-03-17,180.1,0.17253037506603275
2019-03-18,188.8,0.2460644479661913
2019-03-19,190.9,0.26381405176967787
2019-03-20,198.4,0.3272054939249869
2019-03-21,206.6,0.39651347068145815
2019-03-22,216.7,0.4818806127839408
2019-03-23,214.5,0.46328578975171686
2019-03-24,218.6,0.4979397781299526
2019-03-25,213.0,0.4506075013206552
2019-03-26,212.3,0.44469096671949315
2019-03-27,213.3,0.4531431590068675
2019-03-28,210.3,0.42778658214474397
2019-03-29,209.5,0.42102482831484433
2019-03-30,216.3,0.4784997358689913
2019-03-31,215.4,0.4708927628103541
2019-04-02,214.8,0.4658214474379294
2019-04-03,222.9,0.5342842049656631
2019-04-04,220.4,0.5131537242472268
2019-04-05,217.5,0.48864236661384064
2019-04-06,232.4,0.6145800316957213
2019-04-07,228.8,0.5841521394611728
2019-04-08,222.5,0.5309033280507132
2019-04-09,222.5,0.5309033280507132
2019-04-10,231.3,0.6052826201796093
2019-04-11,223.6,0.5402007395668251
2019-04-12,212.0,0.4421553090332806
2019-04-13,240.6,0.6838880084521923
2019-04-14,242.9,0.7033280507131541
2019-04-15,248.5,0.7506603275224513
2019-04-16,249.5,0.7591125198098259
2019-04-17,254.7,0.8030639197041731
2019-04-18,255.7,0.8115161119915477
2019-04-19,246.4,0.7329107237189647
2019-04-20,242.6,0.7007923930269415
2019-04-21,244.8,0.7193872160591654
2019-04-22,245.1,0.7219228737453776
2019-04-23,245.7,0.7269941891178022
2019-04-24,246.2,0.7312202852614895
2019-04-25,236.0,0.6450079239302695
2019-04-26,230.1,0.5951399894347598
2019-04-27,232.5,0.6154252509244587
2019-04-28,232.8,0.617960908610671
2019-04-29,235.6,0.6416270470153196
2019-04-30,232.7,0.6171156893819334
2019-05-02,235.0,0.6365557316428949
2019-05-03,234.6,0.6331748547279452
2019-05-04,231.0,0.6027469624933968
2019-05-05,225.8,0.5587955625990493
2019-05-06,228.5,0.5816164817749605
2019-05-07,225.0,0.5520338087691496
2019-05-08,226.6,0.5655573164289489
2019-05-09,222.0,0.5266772319070259
2019-05-10,210.8,0.43201267828843126
2019-05-11,197.9,0.3229793977812996
2019-05-12,242.2,0.6974115161119916
2019-05-13,251.4,0.7751716851558372
