Datetime,Power_consumed,Power_consumed_normalized
2019-01-02,85.8,0.4178537511870845
2019-01-03,85.5,0.4150047483380817
2019-01-04,83.5,0.39601139601139607
2019-01-05,79.2,0.35517568850902187
2019-01-06,76.6,0.3304843304843304
2019-01-07,71.1,0.2782526115859449
2019-01-08,69.0,0.25830959164292494
2019-01-09,89.2,0.4501424501424502
2019-01-10,92.8,0.48433048433048426
2019-01-11,79.5,0.35802469135802467
2019-01-12,92.6,0.48243114909781576
2019-01-13,89.4,0.4520417853751188
2019-01-14,82.2,0.38366571699905033
2019-01-15,77.8,0.34188034188034183
2019-01-16,111.8,0.6647673314339979
2019-01-17,115.6,0.7008547008547008
2019-01-18,117.9,0.7226970560303894
2019-01-19,121.9,0.7606837606837606
2019-01-20,121.7,0.758784425451092
2019-01-21,112.2,0.6685660018993351
2019-01-22,108.0,0.6286799620132952
2019-01-23,109.3,0.641025641025641
2019-01-24,111.9,0.6657169990503324
2019-01-25,114.2,0.6875593542260208
2019-01-26,112.7,0.6733143399810066
2019-01-27,105.0,0.6001899335232668
2019-01-28,100.5,0.5574548907882242
2019-01-29,96.4,0.5185185185185186
2019-01-30,41.8,0.0
2019-01-31,43.1,0.012345679012345734
2019-02-02,42.9,0.010446343779677125
2019-02-03,44.9,0.029439696106362767
2019-02-04,43.8,0.018993352326685642
2019-02-05,43.5,0.01614434947768284
2019-02-06,44.1,0.021842355175688555
2019-02-07,60.3,0.17568850902184235
2019-02-08,63.2,0.20322886989553662
2019-02-09,68.4,0.25261158594491934
2019-02-10,67.6,0.245014245014245
2019-02-11,69.0,0.25830959164292494
2019-02-12,64.8,0.21842355175688505
2019-02-13,61.2,0.18423551756885098
2019-02-14,71.8,0.2849002849002849
2019-02-15,71.7,0.2839506172839506
2019-02-16,72.7,0.29344729344729353
2019-02-17,71.6,0.2830009496676163
2019-02-18,71.3,0.2801519468186135
2019-02-19,69.2,0.26020892687559355
2019-02-20,67.0,0.2393162393162393
2019-02-21,111.8,0.6647673314339979
2019-02-22,114.9,0.6942070275403609
2019-02-23,121.6,0.7578347578347577
2019-02-24,128.1,0.8195631528964862
2019-02-25,131.6,0.8528015194681859
2019-02-26,132.2,0.8584995251661915
2019-02-27,132.7,0.8632478632478631
2019-02-28,69.0,0.25830959164292494
2019-03-02,72.1,0.2877492877492877
2019-03-03,71.8,0.2849002849002849
2019-03-04,71.1,0.2782526115859449
2019-03-05,73.0,0.29629629629629634
2019-03-06,68.0,0.24881291547958212
2019-03-07,67.3,0.2421652421652421
2019-03-08,111.7,0.6638176638176638
2019-03-09,121.6,0.7578347578347577
2019-03-10,128.0,0.8186134852801519
2019-03-11,132.7,0.8632478632478631
2019-03-12,132.6,0.8622981956315288
2019-03-13,129.7,0.8347578347578346
2019-03-14,113.9,0.6847103513770181
2019-03-15,57.8,0.1519468186134853
2019-03-16,51.2,0.08926875593542266
2019-03-17,58.4,0.15764482431149102
2019-03-18,63.0,0.20132953466286801
2019-03-19,66.1,0.23076923076923067
2019-03-20,69.6,0.26400759734093066
2019-03-21,68.3,0.2516619183285849
2019-03-22,62.5,0.1965811965811966
2019-03-23,63.5,0.20607787274453943
2019-03-24,62.6,0.1975308641975309
2019-03-25,62.4,0.1956315289648623
2019-03-26,63.5,0.20607787274453943
2019-03-27,60.4,0.17663817663817666
2019-03-28,57.2,0.1462488129154796
2019-03-29,61.7,0.1889838556505224
2019-03-30,64.3,0.21367521367521364
2019-03-31,65.9,0.22886989553656228
2019-04-02,67.4,0.24311490978157652
2019-04-03,71.8,0.2849002849002849
2019-04-04,73.9,0.30484330484330485
2019-04-05,69.1,0.25925925925925924
2019-04-06,61.4,0.18613485280151948
2019-04-07,64.1,0.21177587844254503
2019-04-08,66.1,0.23076923076923067
2019-04-09,66.1,0.23076923076923067
2019-04-10,65.4,0.22412155745489087
2019-04-11,63.0,0.20132953466286801
2019-04-12,60.2,0.17473884140550816
2019-04-13,123.2,0.7730294396961064
2019-04-14,126.1,0.8005698005698005
2019-04-15,135.1,0.8860398860398859
2019-04-16,135.2,0.8869895536562202
2019-04-17,133.5,0.8708452041785375
2019-04-18,136.7,0.9012345679012344
2019-04-19,136.0,0.8945868945868944
2019-04-20,63.9,0.20987654320987653
2019-04-21,63.6,0.20702754036087373
2019-04-22,63.8,0.20892687559354223
2019-04-23,62.5,0.1965811965811966
2019-04-24,63.8,0.20892687559354223
2019-04-25,60.3,0.17568850902184235
2019-04-26,57.9,0.1528964862298196
2019-04-27,74.2,0.30769230769230776
2019-04-28,76.9,0.3333333333333334
2019-04-29,76.9,0.3333333333333334
2019-04-30,79.2,0.35517568850902187
2019-05-02,82.0,0.3817663817663817
2019-05-03,80.4,0.3665716999050333
2019-05-04,78.0,0.34377967711301044
2019-05-05,98.5,0.5384615384615385
2019-05-06,99.3,0.5460588793922128
2019-05-07,102.4,0.5754985754985755
2019-05-08,102.6,0.5773979107312439
2019-05-09,100.9,0.5612535612535614
2019-05-10,94.6,0.5014245014245013
2019-05-11,84.7,0.4074074074074074
2019-05-12,116.6,0.7103513770180436
2019-05-13,129.0,0.8281101614434947
2019-05-14,130.4,0.8414055080721747
2019-05-15,115.2,0.6970560303893636
2019-05-16,109.3,0.641025641025641
2019-05-17,100.7,0.5593542260208928
2019-05-18,98.9,0.5422602089268755
2019-05-19,91.9,0.47578347578347585
2019-05-20,99.3,0.5460588793922128
2019-05-21,106.7,0.6163342830009497
2019-05-22,111.4,0.6609686609686609
2019-05-23,109.7,0.6448243114909782
2019-05-24,103.2,0.5830959164292497
2019-05-25,98.7,0.5403608736942072
2019-05-26,46.1,0.0408357075023742
2019-05-27,48.7,0.06552706552706555
2019-05-28,46.0,0.03988603988603989
2019-05-29,46.1,0.0408357075023742
2019-05-30,44.1,0.021842355175688555
2019-05-31,44.4,0.024691358024691357
2019-06-02,42.4,0.005698005698005715
2019-06-03,78.4,0.34757834757834766
2019-06-04,75.9,0.3238366571699906
2019-06-05,74.2,0.30769230769230776
2019-06-06,75.9,0.3238366571699906
2019-06-07,76.0,0.3247863247863248
2019-06-08,69.1,0.25925925925925924
2019-06-09,60.8,0.18043684710351376
2019-06-10,67.9,0.24786324786324793
2019-06-11,67.7,0.24596391263057932
2019-06-12,70.8,0.2754036087369421
2019-06-13,70.4,0.271604938271605
2019-06-14,72.5,0.2915479582146249
2019-06-15,58.6,0.15954415954415951
2019-06-16,63.7,0.20797720797720803
2019-06-17,102.8,0.5792972459639125
2019-06-18,110.8,0.6552706552706551
2019-06-19,114.0,0.6856600189933522
2019-06-20,114.5,0.6904083570750237
2019-06-21,105.5,0.6049382716049383
2019-06-22,109.2,0.6400759734093067
2019-06-23,99.9,0.5517568850902184
2019-06-24,77.7,0.34093067426400764
2019-06-25,75.9,0.3238366571699906
2019-06-26,76.6,0.3304843304843304
2019-06-27,75.0,0.315289648622982
2019-06-28,76.0,0.3247863247863248
2019-06-29,71.4,0.2811016144349478
2019-06-30,60.3,0.17568850902184235
2019-07-01,103.8,0.5887939221272553
2019-07-02,110.9,0.6562203228869896
2019-07-03,117.8,0.7217473884140551
2019-07-04,115.7,0.7018043684710351
2019-07-05,117.0,0.7141500474833808
2019-07-06,110.1,0.6486229819563152
2019-07-07,102.1,0.5726495726495726
2019-07-08,57.8,0.1519468186134853
2019-07-09,56.8,0.14245014245014248
2019-07-10,59.9,0.17188983855650525
2019-07-11,61.5,0.18708452041785378
2019-07-12,62.6,0.1975308641975309
2019-07-13,63.4,0.20512820512820512
2019-07-14,64.0,0.21082621082621084
2019-07-15,60.4,0.17663817663817666
2019-07-16,58.0,0.1538461538461539
2019-07-17,61.6,0.1880341880341881
2019-07-18,61.7,0.1889838556505224
2019-07-19,60.1,0.17378917378917386
2019-07-20,46.1,0.0408357075023742
2019-07-21,54.4,0.11965811965811962
2019-07-22,57.9,0.1528964862298196
2019-07-23,58.2,0.1557454890788224
2019-07-24,64.2,0.21272554605887944
2019-07-25,65.0,0.22032288698955366
2019-07-26,65.3,0.22317188983855646
2019-07-27,65.0,0.22032288698955366
2019-07-28,65.6,0.22602089268755926
2019-07-29,61.1,0.18328584995251668
2019-07-30,59.2,0.16524216524216523
2019-07-31,114.8,0.6932573599240266
2019-08-01,99.3,0.5460588793922128
2019-08-02,106.4,0.6134852801519468
2019-08-03,112.0,0.6666666666666665
2019-08-04,122.7,0.7682811016144349
2019-08-05,118.5,0.728395061728395
2019-08-06,121.0,0.7521367521367521
2019-08-08,75.7,0.321937321937322
2019-08-09,78.7,0.35042735042735046
2019-08-10,81.3,0.3751187084520418
2019-08-11,82.3,0.38461538461538464
2019-08-12,84.8,0.4083570750237417
2019-08-13,91.7,0.47388414055080724
2019-08-14,95.2,0.5071225071225072
2019-08-15,62.6,0.1975308641975309
2019-08-16,64.0,0.21082621082621084
2019-08-17,65.1,0.22127255460588785
2019-08-18,63.6,0.20702754036087373
2019-08-19,64.3,0.21367521367521364
2019-08-20,60.7,0.17948717948717957
2019-08-21,59.4,0.16714150047483384
2019-08-22,67.6,0.245014245014245
2019-08-23,70.2,0.26970560303893637
2019-08-24,70.2,0.26970560303893637
2019-08-25,73.2,0.29819563152896494
2019-08-26,74.8,0.31339031339031337
