Datetime,Power_consumed,Power_consumed_normalized
2019-01-02,52.5,0.9211136890951273
2019-01-03,54.1,0.9953596287703013
2019-01-04,53.2,0.9535962877030162
2019-01-05,51.5,0.8747099767981434
2019-01-06,53.2,0.9535962877030162
2019-01-07,53.3,0.958236658932714
2019-01-08,51.2,0.8607888631090486
2019-01-09,37.9,0.24361948955916435
2019-01-10,32.650000000000006,0.0
2019-01-11,37.3,0.21577726218097393
2019-01-12,34.6,0.09048723897911803
2019-01-13,32.7,0.002320185614848924
2019-01-14,37.6,0.22969837587006925
2019-01-15,39.5,0.31786542923433836
2019-01-16,41.8,0.42459396751740086
2019-01-17,42.3,0.44779582366589277
2019-01-18,36.7,0.18793503480278395
2019-01-19,38.5,0.27146171693735477
2019-01-20,40.4,0.35962877030162366
2019-01-21,41.7,0.4199535962877028
2019-01-22,42.5,0.4570765661252898
2019-01-23,44.3,0.5406032482598602
2019-01-24,43.9,0.522041763341067
2019-01-25,43.7,0.5127610208816704
2019-01-26,43.1,0.4849187935034802
2019-01-27,45.3,0.587006960556844
2019-01-28,46.2,0.62877030162413
2019-01-29,43.9,0.522041763341067
2019-01-30,45.3,0.587006960556844
2019-01-31,41.9,0.4292343387470994
2019-02-02,40.2,0.3503480278422273
2019-02-03,43.5,0.5034802784222734
2019-02-04,43.4,0.4988399071925751
2019-02-05,43.2,0.4895591647331785
2019-02-06,41.5,0.410672853828306
2019-02-07,41.3,0.4013921113689092
2019-02-08,42.9,0.4756380510440832
2019-02-09,43.3,0.4941995359628768
2019-02-10,42.8,0.4709976798143847
2019-02-11,44.2,0.5359628770301623
2019-02-12,43.9,0.522041763341067
2019-02-13,42.2,0.4431554524361947
2019-02-14,48.5,0.7354988399071924
2019-02-15,48.9,0.7540603248259856
2019-02-16,49.4,0.7772621809744775
2019-02-17,47.3,0.6798143851508116
2019-02-18,42.9,0.4756380510440832
2019-02-19,49.4,0.7772621809744775
2019-02-20,48.9,0.7540603248259856
2019-02-21,46.7,0.6519721577726219
2019-02-22,47.8,0.7030162412993035
2019-02-23,47.2,0.6751740139211138
2019-02-24,47.0,0.6658932714617167
2019-02-25,47.4,0.6844547563805099
2019-02-26,42.3,0.44779582366589277
2019-02-27,46.8,0.6566125290023197
2019-02-28,51.2,0.8607888631090486
2019-03-02,52.2,0.9071925754060324
2019-03-03,48.4,0.7308584686774937
2019-03-04,49.9,0.8004640371229694
2019-03-05,51.3,0.8654292343387469
2019-03-06,51.1,0.8561484918793503
2019-03-07,49.5,0.7819025522041763
2019-03-08,35.2,0.11832946635730845
2019-03-09,40.8,0.37819025522041727
2019-03-10,41.6,0.4153132250580045
2019-03-11,42.1,0.4385150812064962
2019-03-12,39.7,0.3271461716937354
2019-03-13,41.7,0.4199535962877028
2019-03-14,37.9,0.24361948955916435
2019-03-15,41.8,0.42459396751740086
2019-03-16,40.8,0.37819025522041727
2019-03-17,41.5,0.410672853828306
2019-03-18,41.8,0.42459396751740086
2019-03-19,41.2,0.3967517401392109
2019-03-20,41.4,0.40603248259860747
2019-03-21,38.3,0.26218097447795774
2019-03-22,44.5,0.5498839907192572
2019-03-23,44.2,0.5359628770301623
2019-03-24,40.1,0.3457076566125288
2019-03-25,37.9,0.24361948955916435
2019-03-26,44.3,0.5406032482598602
2019-03-27,44.1,0.531322505800464
2019-03-28,43.8,0.5174013921113687
2019-03-29,45.8,0.6102088167053359
2019-03-30,45.1,0.5777262180974474
2019-03-31,46.1,0.6241299303944312
2019-04-02,44.4,0.5452436194895589
2019-04-03,36.0,0.15545243619489524
2019-04-04,41.9,0.4292343387470994
2019-04-05,41.6,0.4153132250580045
2019-04-06,46.7,0.6519721577726219
2019-04-07,47.3,0.6798143851508116
2019-04-08,48.2,0.7215777262180971
2019-04-09,48.2,0.7215777262180971
2019-04-10,50.5,0.8283062645011596
2019-04-11,48.8,0.7494199535962873
2019-04-12,46.0,0.6194895591647329
2019-04-13,48.5,0.7354988399071924
2019-04-14,44.8,0.5638051044083521
2019-04-15,45.8,0.6102088167053359
2019-04-16,46.0,0.6194895591647329
2019-04-17,48.8,0.7494199535962873
2019-04-18,44.6,0.5545243619489555
2019-04-19,42.3,0.44779582366589277
2019-04-20,48.4,0.7308584686774937
2019-04-21,46.6,0.6473317865429231
2019-04-22,48.3,0.7262180974477954
2019-04-23,48.8,0.7494199535962873
2019-04-24,49.0,0.7587006960556844
2019-04-25,42.7,0.4663573085846866
2019-04-26,46.3,0.6334106728538278
2019-04-27,50.8,0.842227378190255
2019-04-28,51.4,0.8700696055684451
2019-04-29,52.5,0.9211136890951273
2019-04-30,52.4,0.916473317865429
2019-05-02,52.5,0.9211136890951273
2019-05-03,53.4,0.9628770301624128
